PID,Type,SMILES,H2,CO2,O2,N2,CH4
Perm1,Polynorbornenes,*\C=C\C1CCC(*)C1,21.0,15.4,2.8,1.5,2.5
Perm139,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1,,4.3,1.1,0.196,0.179
Perm2,Substituted Polyacetylenes,*C(=C(*)C1=CC2=C(C=C1)C1=C(C2)C=CC=C1)C1=CC=CC=C1,3650.0,8500.0,2150.0,1300.0,2400.0
Perm3,Substituted Polyacetylenes,*C(=C(*)C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,2500.0,5300.0,1300.0,650.0,1450.0
Perm4,Substituted Polyacetylenes,*C(=C(*)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=CC=C1,440.0,1300.0,180.0,65.0,170.0
Perm5,Substituted Polyacetylenes,*C(=C(*)C1=CC=C(C=C1)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,51.7,78.8,12.1,2.78,5.58
Perm6,Substituted Polyacetylenes,*C(=C(*)C1=CC=C2C3=C(C=CC=C3)C3(CC3)C2=C1)C1=CC=CC=C1,1400.0,3200.0,660.0,400.0,810.0
Perm7,Substituted Polyacetylenes,*C(=C(*)C1=CC=C2CCCC2=C1)C1=CC=CC=C1,360.0,390.0,86.0,30.0,60.0
Perm8,Substituted Polyacetylenes,*C(=C(*)C1=CC=CC=C1)C1=CC=CC=C1,,6600.0,3600.0,2720.0,3700.0
Perm9,Poly(aryl ethers) and Poly(aryl ether ketones),*C(=O)C1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(C=C1)C(=O)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(=O)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1,7.5,2.14,0.51,0.0729,0.069
Perm10,Poly(aryl ethers) and Poly(aryl ether ketones),*C(=O)C1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(C=C1)C(=O)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1,9.2,3.1,0.68,0.0986,0.1
Perm11,Poly(aryl ethers) and Poly(aryl ether ketones),*C(=O)C1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(C=C1)C(=O)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=CC(=C2)C(=O)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1,5.3,0.91,0.27,0.031,0.0276
Perm12(ladder),High Temperature Polymers,*C(=O)N1C(*)=NC2=C1C=C1N3C(=NC1=C2)C1=CC=C(*)C2=C1C(=CC=C2*)C3=O,,0.12,0.021,0.00259,0.0017
Perm13,Polyimides and Polypyrrolones,*C1=CC(C(=O)C2=CC=CC=C2)=C(*)C=C1,27.37,14.16,2.99,0.4,0.36
Perm14,Polyimides and Polypyrrolones,*C1=CC2=C(C=C1)C1=NC3=C(C=C(OC4=CC5=C(C=C4)N4C(=O)C6=C(C=C(*)C=C6)C4=N5)C=C3)N1C2=O,6.56,,0.24,0.023,
Perm15,Polyimides_NEW,*C1=CC2=C(OC3=CC(=CC=C3O2)C2(C3=C(C=CC=C3)C3=C2C=CC=C3)C2=CC3=C(OC4=C(O3)C=CC(*)=C4)C=C2)C=C1,,26.64,5.68,1.04,0.56
Perm16,High Temperature Polymers,*C1=CC2C(C=C1)C(=O)N(C2=O)C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(*)C=C3C2=O)C=C1,14.3,2.7,0.72,0.09,0.03
Perm17,Polyimides_NEW,*C1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(*)C=C1,,35.57,6.8,1.36,0.84
Perm18,High Temperature Polymers,*C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(*)C=C1,74.0,72.0,11.0,2.391,2.88
Perm19,Polyimides_NEW,*C1=CC=C(OC2=CC=C(C=C2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1,,9.57,2.26,0.47,0.14
Perm20,Polyimides_NEW,*C1=CC=C(OC2=CC=C(C=C2)C2(C3C=CC=CC3C3C=CC=CC23)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1,,17.22,3.48,0.66,0.45
Perm21,Polysulfones,*C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(OC3=CC=C(C=C3)S(*)(=O)=O)C=C2)C=C1,8.35,2.88,0.83,0.13,0.13
Perm22,Polyimides_NEW,*C1=CC=C(OC2=CC=C(OC3=CC=C(*)C=C3)C3=C2C2C4=C(C=CC=C4)C3C3=C2C=CC=C3)C=C1,,13.49,3.4,0.58,0.21
Perm23,High Temperature Polymers,*C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=C(C=C(C=C3)C3=NC4=C(C=C(CC5=CC=C6N=C(*)OC(=O)C6=C5)C=C4)C(=O)O3)C2=O)C=C1,2.56,0.26,0.082,0.0053,
Perm24,High Temperature Polymers,*C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(=N2)C2=CC=C(*)C=C2)C=C1,0.16,,0.004,,
Perm25,High Temperature Polymers,*C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(=N2)C2=CC=CC(*)=C2)C=C1,0.615,0.16,0.015,0.0048,0.0018
Perm26,High Temperature Polymers,*C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(=N2)C2=CC=CC(*)=N2)C=C1,1.38,,0.045,,
Perm27,High Temperature Polymers,*C1=NN=C(N1C1=CC=CC=C1)C1=CC(*)=CC=C1,,2.7,0.52,0.09,0.0491
Perm28,High Temperature Polymers,*C1=NC2=C(N1)C=CC(=C2)C1=CC2=C(NC(=N2)C2=CC=C(*)C=C2)C=C1,,5.2,1.16,0.14,0.09
Perm29,Polyimides and Polypyrrolones,*C1C(*)C2=NC3=C(C=CC(OC4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=CC(*)=C5)=C3)N2C1=O,5.06,,0.14,0.013,
Perm30,Vinyl and Vinylidene Polymers,*CC(*)C#N,,0.0018,0.00028,0.00016,
Perm31,Vinyl and Vinylidene Polymers,*CC(*)C1=CC=CC=C1,26.15,12.4,2.9,0.53,0.785
Perm32,Vinyl and Vinylidene Polymers,*CC(*)C1=CC=NC=C1,12.64,3.31,0.84,0.13,0.14
Perm33,Polyimides and Polypyrrolones,*CC(*)N1CCCC1=O,,,,,
Perm34,Vinyl and Vinylidene Polymers,*CC(*)OC(=C)C1CCCCC1,,8.3,2.2,0.447,
Perm35,Vinyl and Vinylidene Polymers,*CC(*)OC(=O)C1=CC=CC=C1,,6.32,,,
Perm36,Vinyl and Vinylidene Polymers,*CC(*)OC1C2CC3CC(C2)CC1C3,,25.2,6.01,1.69,
Perm37,Vinyl and Vinylidene Polymers,*CC(*)OC1CC2CC1C1CCCC21,,12.6,3.06,1.2,
Perm38,Vinyl and Vinylidene Polymers,*CC(*)OC1CC2CCC1C2,,25.0,3.55,0.96,
Perm39,Vinyl and Vinylidene Polymers,*CC(*)OC1CCCCC1,,13.6,3.69,0.99,
Perm40,Vinyl and Vinylidene Polymers,*CC(*)OCC1=CC=CC=C1,,11.1,2.33,0.79,
Perm41,Vinyl and Vinylidene Polymers,*CC(*)OCC1CC2CC1C1CCCC21,,2.85,0.81,0.13,
Perm42,Vinyl and Vinylidene Polymers,*CC(*)OCC1CCCCC1,,5.89,1.55,0.4,
Perm43,Polyolefins,*CC*,,7.315,0.735,0.2375,3.85
Perm44,Parylenes,*CC1=CC=C(C*)C(=C1)C#N,1.78,0.301,0.0904,,
Perm45,Parylenes,*CC1=CC=C(C*)C=C1,3.2,1.3,0.235,0.047,
Perm46,Vinyl and Vinylidene Polymers,*CC1CC(*)OCO1,0.93,,0.024,0.018,
Perm47,Polyolefins,*CCCC*,,48.4,11.3,4.0,13.0
Perm48,Hydrocarbon Elastomers,*CCCC=C*,415.0,2000.0,310.0,100.0,430.0
Perm49,Various Polymers,*CCCCCC\C=C\*,,,,,
Perm50,Thermally Rearranged Polymers,*CCCCO*,36.0,170.0,21.5,8.85,22.5
Perm51,Thermally Rearranged Polymers,*CCO*,6.9,40.5,4.34,1.325,4.85
Perm52,Polyesters,*CCOC(=O)C1=CC2=CC=C(C=C2C=C1)C(=O)O*,,0.1305,0.01315,,
Perm53,Polyesters,*CCOC(=O)C1=CC=C(C=C1)C(=O)O*,,0.173,0.045,0.013,3.0
Perm54,Hydrocarbon Elastomers,*CCSS*,1.57,3.14,0.288,,
Perm55(ladder),Polymers with High Free Volume,*CN1CN(*)CC2=CC3=C(C=C12)C1C2=CC=CC=C2C3C2=C1C=C(*)C(*)=C2,6389.5,6830.0,1895.5,409.0,561.5
Perm56(ladder),Polymers with High Free Volume,*CN1CN(*)CC2=CC3=CC4C5CC(C4C=C3C=C12)C1=CC2=C(C=C51)C=C1N(C*)CN(*)CC1=C2,1955.0,1486.5,391.0,73.2,92.0
Perm57,Various Polymers,*CO*,,0.45,0.09,0.024,
Perm58,Hydrocarbon Elastomers,*C\C=C/C*,41.9,138.0,19.0,15.76,
Perm59,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C(OC3=CC=CC=C3)=C2)C2=C(OC3=CC=CC=C3)C=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C1=O,,29.0,3.36,0.73,0.85
Perm60,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C(OC3=CC=CC=C3)=C2)C2=C(OC3=CC=CC=C3)C=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C1=O,,30.1,3.59,0.83,0.85
Perm61,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC(*)=CC=C2)C1=O,,0.428,0.112,0.016,0.0086
Perm62,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC3=C(C=C2)C2C=CC(*)=CC2C3=O)C1=O,1.75,0.1,,,
Perm63,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C1=O,4.03,,0.211,0.02,
Perm64,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C1=O,3.59,,0.17,0.012,
Perm65,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C1=O,,1.75,0.348,0.0499,0.0399
Perm66,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C1=O,3.6,1.0,0.188,0.0221,0.0205
Perm67,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C1=O,3.315,1.2,0.1745,0.0215,0.026
Perm68,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(C=C3)S(=O)(=O)C3=CC=C(OC4=CC=C(*)C=C4)C=C3)C=C2)C1=O,,1.85,0.368,0.0544,0.0397
Perm69,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(OC4=CC=C(OC5=CC=C(*)C=C5)C=C4)C=C3)C=C2)C1=O,,1.25,0.256,0.0392,0.0305
Perm70,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(SC3=CC=C(*)C=C3)C=C2)C1=O,,0.774,,0.022,0.0164
Perm71,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)S(=O)(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C1=O,6.32,,0.296,0.032,
Perm72,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(C=C2)S(=O)(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C1=O,5.61,,0.2,0.027,
Perm73,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(OC3=CC=C(OC4=CC=C5C(=O)N(C(=O)C5=C4)C4=CC=C(CC5=CC=C(*)C=C5)C=C4)C=C3)C=C2)C1=O,5.08,,0.242,0.036,
Perm74,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(OC3=CC=C(OC4=CC=C5C(=O)N(C(=O)C5=C4)C4=CC=C(OC5=CC=C(*)C=C5)C=C4)C=C3)C=C2)C1=O,4.0,,0.216,0.034,
Perm75,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(OC3=CC=C4C(=O)N(C(=O)C4=C3)C3=CC(*)=CC=C3)C=C2)C1=O,,0.301,0.081,0.012,0.0064
Perm76,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(OC3=CC=C4C(=O)N(C(=O)C4=C3)C3=CC=C(CC4=CC=C(*)C=C4)C=C3)C=C2)C1=O,5.62,,0.261,0.028,
Perm77,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(OC3=CC=C4C(=O)N(C(=O)C4=C3)C3=CC=C(OC4=CC=C(*)C=C4)C=C3)C=C2)C1=O,4.77,,0.183,0.026,
Perm78,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(SC3=CC=C4C(=O)N(C(=O)C4=C3)C3=CC=C(CC4=CC=C(*)C=C4)C=C3)C=C2)C1=O,5.43,,0.246,0.027,
Perm79,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C(SC3=CC=C4C(=O)N(C(=O)C4=C3)C3=CC=C(OC4=CC=C(*)C=C4)C=C3)C=C2)C1=O,4.68,,0.198,0.021,
Perm80,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C3C(=C2)S(=O)(=O)C2=C(C=C4C(=O)N(C(=O)C4=C2)C2=CC=C(OC4=CC=C(*)C=C4)C=C2)S3(=O)=O)C1=O,19.0,9.6,1.6,0.27,0.18
Perm81,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C1=O,6.61,2.495,0.398,0.069,0.05765
Perm82,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C1=O,4.445,1.92,0.358,0.05395,0.04275
Perm83,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C3C(=O)N(C(=O)C3=C2)C2=CC=CC(OC3=CC(*)=CC=C3)=C2)C1=O,3.6,0.5,0.13,0.0181,0.008
Perm84,Polyimides and Polypyrrolones,*N1C(=O)C2=C(C=C3SC4=C(SC3=C2)C=C2C(=O)N(C(=O)C2=C4)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C1=O,11.0,4.0,0.74,0.11,0.082
Perm85,Polyimides and Polypyrrolones,*N1C(=O)C2=CC3=C(C=C2C1=O)C(=O)N(C3=O)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,10.6,3.55,0.825,0.145,0.0937
Perm86,Polyimides and Polypyrrolones,*N1C(=O)C2=CC3=C(C=C2C1=O)C(=O)N(C3=O)C1=CC=CC(OC2=CC=C(*)C=C2)=C1,5.92,1.149,0.31,0.0454,0.0258
Perm87,Polyimides and Polypyrrolones,*N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,4.79,0.625,0.191,0.0236,0.0109
Perm88,Polyimides and Polypyrrolones,*N1C(=O)C2=CC=C(C=C2C1=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)S(=O)(=O)C1=CC=C(*)C=C1,11.3,2.57,,,0.085
Perm89,Polyimides and Polypyrrolones,*N1C(=O)C2=CC=C(C=C2C1=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(CC2=CC=C(*)C=C2)C=C1,9.1,2.17,,,0.086
Perm90,Polyimides and Polypyrrolones,*N1C(=O)C2=CC=C(C=C2C1=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,3.68,0.642,,,0.0099
Perm91,Polyimides and Polypyrrolones,*N1C(=O)C2=CC=C(OC3=CC=C(OC4=CC5=C(C=C4)C(=O)N(C5=O)C4=CC=C(CC5=CC=C(*)C=C5)C=C4)C=C3)C=C2C1=O,5.08,1.22,0.242,0.0355,0.0222
Perm92,Polyimides and Polypyrrolones,*N1C(=O)C2=CC=C(OC3=CC=C(OC4=CC5=C(C=C4)C(=O)N(C5=O)C4=CC=CC(*)=C4)C=C3)C=C2C1=O,3.75,0.598,0.149,0.016,
Perm93,Polyimides and Polypyrrolones,*N1C(=O)C2C=C3C(=O)N(C(=O)C3=CC2C1=O)C1=CC(OC2=CC(*)=CC=C2)=CC=C1,3.6,0.5,0.13,0.018,0.008
Perm94,Polyimides and Polypyrrolones,*N1C(=O)C2C=CC(=CC2C1=O)C(=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=C(*)C=C1,12.7,3.3,0.86,0.144,0.093
Perm95,Polyimides and Polypyrrolones,*N1C(=O)C2C=CC(=CC2C1=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=C(*)C=C1,14.7,4.7,1.19,0.196,0.165
Perm96,Polyimides and Polypyrrolones,*N1C(=O)C2C=CC(=CC2C1=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)S(=O)(=O)C1=CC=C(*)C=C1,8.8,2.13,0.5,0.069,0.035
Perm97,Polyimides and Polypyrrolones,*N1C(=O)C2C=CC(=CC2C1=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(CC2=CC=C(*)C=C2)C=C1,6.5,1.6,,,0.039
Perm98,Polyimides and Polypyrrolones,*N1C(=O)C2C=CC(OC3=CC=C4C(=O)N(C(=O)C4=C3)C3=CC=C(C=C3)N(C3=CC=CC=C3)C3=CC=C(*)C=C3)=CC2C1=O,11.6,2.88,0.76,0.117,0.085
Perm99,Polyphosphazenes,*N=P(*)(OC1=CC=CC=C1)OC1=CC=CC=C1,7.5,11.0,2.11,1.3,1.3
Perm100,Polyamides and poly(amide-imides),*NC(=O)C1=CC(=CC=C1)C(=O)NC1=CC=C(C=C1)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC=C(*)C=C1,,5.3,1.2,0.197,0.128
Perm101,Polyamides and poly(amide-imides),*NC(=O)C1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC=C(*)C=C1,,15.3,3.0,0.517,0.548
Perm102,Conjugated Polymers (excl. subst. acetylenes/propynes),*NC1=CC=C(*)C=C1,3.66,0.67,0.135,0.0165,0.0094
Perm103,Polyamides and poly(amide-imides),*NC1=CC=C(C=C1)C(=O)C1=CC=C(NC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,,0.32,0.069,,
Perm104,Polyamides and poly(amide-imides),*NC1=CC=C(C=C1)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC=C(NC(=O)CN2C(=O)C3=CC=C(C=C3C2=O)C(*)=O)C=C1,,1.539,0.347,0.064,0.017
Perm105,Polyamides and poly(amide-imides),*NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NC(=O)C2=CC(=CC(=C2)C2=CC=CC=C2)C(*)=O)C=C1,7.6,3.2,0.75,0.13,0.11
Perm106,Polyamides and poly(amide-imides),*NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NC(=O)C2=CC(=CC=C2)C(*)=O)C=C1,4.3,0.78,0.19,0.031,0.014
Perm107,Polyamides and poly(amide-imides),*NC1=CC=C(CC2=CC=C(NC(=O)CN3C(=O)C4=CC=C(C=C4C3=O)C(*)=O)C=C2)C=C1,,0.264,0.065,0.017,0.01
Perm108,Polyamides and poly(amide-imides),*NC1=CC=C(OC2=CC=C(OC3=CC=C(NC(=O)CN4C(=O)C5=CC=C(C=C5C4=O)C(*)=O)C=C3)C=C2)C=C1,,0.749,0.185,0.02,0.015
Perm109,Polyamides and poly(amide-imides),*NCCCCCC(*)=O,,0.165,0.036,,
Perm110,Polyamides and poly(amide-imides),*NCCCCCCCCCCC(*)=O,2.63,1.0,,,
Perm111,Polycarbonates,*OC(=O)OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(*)C=C1,,15.1,3.18,0.592,0.581
Perm112,Polycarbonates,*OC(=O)OC1=CC=C(C=C1)C1(CC2CCC1C2)C1=CC=C(*)C=C1,22.0,9.1,2.4,0.47,0.48
Perm113,Polycarbonates,*OC(=O)OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(*)C=C1,9.1,2.2,0.6,0.105,0.092
Perm114,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=C(C=C(*)C=C1C1=CC=CC=C1)C1=CC=CC=C1,28.0,39.9,7.7,1.5,2.7
Perm115,Polysulfones,*OC1=C2C=CC=C(OC3=CC=C(C=C3)S(=O)(=O)C3=CC=C(*)C=C3)C2=CC=C1,,1.6,0.42,0.057,0.036
Perm116,Polyimides and Polypyrrolones,*OC1=CC2=C(C=C1)C(=O)N1C3=C(C=C(OC4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=CC(*)=C5)C=C3)N=C21,6.88,,0.22,0.026,
Perm117,High Temperature Polymers,*OC1=CC2=C(C=C1)N=C(C1=CC=CC=C1)C(=N2)C1=CC=C(C=C1)C1=NC2=C(C=CC(*)=C2)N=C1C1=CC=CC=C1,17.2,,1.97,3.44,
Perm118(ladder),Polymers with High Free Volume,*OC1=CC2=C(C=C1O*)C1(C3=C2C=CC=C3)C2=C(C=CC=C2)C2=C1C=C1OC3=C(OC1=C2)C(C#N)=C(*)C(*)=C3C#N,5780.0,12150.0,2295.0,670.0,927.0
Perm119,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C(=O)C2=CC=C(OC3=CC=C(C=C3)C3(C4C=CC=CC4C4C=CC=CC34)C3=CC=C(*)C=C3)C=C2)C2=C1C=CC=C2,,4.97,1.42,0.222,0.192
Perm120,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C(=O)C1=CC(=CC=C1)C1=CC(=CC=C1)C(=O)C1=CC=C(OC2=CC=C(C=C2)C2(C3C=CC=CC3C3C=CC=CC23)C2=CC=C(*)C=C2)C=C1,,1.87,0.53,0.0639,0.055
Perm121,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,8.38,3.27,0.64,0.11,0.12
Perm122,Polyarylates,*OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,,20.1,3.92,0.64,0.71
Perm123,Polysulfones,*OC1=CC=C(C=C1)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,,13.8,2.76,0.484,0.531
Perm124,Polysulfones,*OC1=CC=C(C=C1)C1(C2CC3CC(C2)CC1C3)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,17.3,7.2,1.86,0.332,0.327
Perm125,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C1(NC(=O)C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,9.91,2.36,0.663,0.0921,0.069
Perm126,Uncategorised,*OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1,19.7,9.0,2.05,0.342,0.334
Perm127,Polysulfones,*OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,10.05,5.74,1.2,0.17,0.143
Perm128,Polyarylates,*OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(OC(=C)C2=CC=C(C=C2)C2=CC=C(C=C2)C(*)=O)C=C1,10.4,6.91,1.6,0.282,0.365
Perm129,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C1(OC(=O)C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,11.7,2.73,0.951,0.153,0.0822
Perm130,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C1(OC(=O)C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,7.51,2.17,0.634,0.0728,0.0564
Perm131,Polysulfones,*OC1=CC=C(C=C1)C12CC3CC(C1)CC(C3)(C2)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,27.8,9.5,2.55,0.455,0.396
Perm132,Polysulfones,*OC1=CC=C(C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,28.0,5.6,1.3,0.24,0.25
Perm133,Poly(aryl ethers) and Poly(aryl ether ketones),*OC1=CC=C(C=C1)C1=NN(C(=O)C2C=CC=CC12)C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,,,0.75,0.11,0.042
Perm134,Polysulfones,*OC1=CC=C(C=C1)C1=NN(C2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(=O)C2=C1C=CC=C2,2.4,0.92,0.15,0.027,
Perm135,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC3=CC(*)=CC=C3C=C2)C=C1,8.15,1.8,0.5,0.0735,0.05
Perm136,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC3=CC=C(*)C=C3C=C2)C=C1,7.25,1.5,0.38,0.0507,0.0366
Perm137,Polysulfones,*OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)C2(C3=C(C=CC=C3)C3=C2C=CC=C3)C2=CC=C(*)C=C2)C=C1,,13.8,2.76,0.484,0.531
